case_id,week,popwght,state,nielsen,metro,region,division,ownhome,mstatus,emply,hhcomp,adults,adultm,adultf,kids1217,kids611,kids06,di22a1,di22a2,di22a3,di22a4,di22a5,di22b1,di22b2,di22b3,di22b4,di22b5,di22c1,di22c2,di22c3,di22c4,di22c5,parent,age,age2,educ,income,race,affilrot,polaffil,d3rot,d3_a,regvote,othtel,sex,reli1,ident,l1,c1,c1a,qnco1,qnco3,partycbs,pphl3,age30,age50,age65,age5,degree,income3,income10,married,parents,cbsrace,cbsreli6,cbsreli2,cbschris,sumo1,sumo2,su3rot,sumo3,su4rot,sumo4,su5rot,sumo5,sumo6,sumo9,sumo7,su8rot,sumo8,sumo10,sumo11,su12rot,sumo12,su13rot,sumo13
70000453,803,.3091,MI,A,Surburban (Metro),North Central,East North Central,Rented,Divorced,Retired,One,One,None,One, , , , , , , , , , , , , , , , , , , ,62, ,Some college,"$15,000 but less than $25,000",White Non-Hispanic,Male Republican/Democrat,A Republican,d3 1-5 asked,Moderate,Yes,One,Female,"Catholic, Roman Catholic",Cell Phone sample, ,"Yes, has a home telephone",1, , ,Republicans,Moderate,30+,50+,18-64,55-64,No degree,Under $50k,Under $100k,Not married,No,White,Catholic,Religious,Yes,Wouldn't matter much,Sometimes,too few/too many,Too many,big/small,Small screen,at home/in theater,More at home,Don't know/no answer,Will watch,"No, won't eat pizza",15243,Pepperoni,Yes,Yes,men/women,Men more romantic,size/quality,Quality
70000454,803,2.336,SC,C,Center City (Metro),South,South Atlantic,Rented,"Single, that is never married",Part-time,Six,Four,One,Three,None,Two,None, , , , , ,11,6, , , , , , , , ,No,18, ,Less than high school graduate,Don't know,Black Non-Hispanic,Male Democrat/Republican,A Democrat,d3 1-5 asked,Don't know,No,Cell phone household only,Female,Christian (Just Christian),Cell Phone sample, ,"No, no home telephone",1, , ,Democrats,Don't know/no answer,18-29,18-49,18-64,18-34,No degree,Don't know/no answer,Don't know/no answer,Not married,No,Black,Protestant,Religious,Yes,Wouldn't matter much,Sometimes,too few/too many,Right amount,big/small,Big screen,at home/in theater,More at home,Quality of work,Won't watch, ,51243,Sausage,Yes,Yes,women/men,Women more romantic,quality/size,Quality
70000457,803,.8516,ME,C,Non-Metro,North East,New England,Owned,Married,Full-time,Two,Two,One,One, , , , , , , , , , , , , , , , , , , ,71, ,High school graduate,"$100,000 to under $150,000",White Non-Hispanic,Male Republican/Democrat,An Independent,d3 5-1 asked,Moderate,Yes,None,Male,Nothing in particular,Cell Phone sample, ,"Yes, has a home telephone",1, , ,Independents,Moderate,30+,50+,65+,65+,No degree,$100k+,$100k+,Married,No,White,None,Non-religious,No,More likely,Sometimes,too few/too many,Too many,big/small,Small screen,at home/in theater,More at home,Quality of work,Will watch,"No, won't eat pizza",51234,Mushrooms,No,No,women/men,Women more romantic,size/quality,Size
70000458,803,1.1171,WV,A,Surburban (Metro),South,South Atlantic,Owned,Married,Part-time,Two,Two,One,One, , , , , , , , , , , , , , , , , , , ,67, ,Graduated college,"$25,000 but less than $30,000",White Non-Hispanic,Male Republican/Democrat,A Republican,d3 5-1 asked,Very conservative,Yes,Cell phone household only,Female,Protestant,Cell Phone sample, ,"No, no home telephone",1, , ,Republicans,Conservative,30+,50+,65+,65+,College,Under $50k,Under $100k,Married,No,White,Protestant,Religious,Yes,Wouldn't matter much,Sometimes,too many/too few,Right amount,small/big,Small screen,at home/in theater,More at home,Quality of work,Won't watch, ,35124,Onions,No,Yes,men/women,Women more romantic,quality/size,Size
70000462,803,1.9446,MA,A,No Metro Status,North East,New England,Rented,"Single, that is never married",Retired,One,One,One,None, , , , , , , , , , , , , , , , , , , ,56, ,Less than high school graduate,"Less than $15,000",Unspecified Hispanic,Male Democrat/Republican,A Democrat,d3 5-1 asked,Very liberal,No,Cell phone household only,Male,"Catholic, Roman Catholic",Cell Phone sample, ,"No, no home telephone",1,Puerto Rico,45,Democrats,Liberal,30+,50+,18-64,55-64,No degree,Under $50k,Under $100k,Not married,No,Other/Mixed,Catholic,Religious,Yes,Wouldn't matter much,Don't know/no answer,too few/too many,Too many,big/small,Small screen,at home/in theater,More at home,Depends,Will watch,"Yes, will eat pizza",21534,Pepperoni,No,No,men/women,Women more romantic,quality/size,Quality
70000463,803,.6297,NY,A,Non-Center City (Metro),North East,Mid Atlantic,Owned,Married,Part-time,Two,Two,One,One, , , , , , , , , , , , , , , , , , , ,75, ,Graduated college,"$100,000 to under $150,000",White Non-Hispanic,Male Democrat/Republican,A Democrat,d3 1-5 asked,Moderate,Yes,None,Female,"Catholic, Roman Catholic",Cell Phone sample, ,"Yes, has a home telephone",1, , ,Democrats,Moderate,30+,50+,65+,65+,College,$100k+,$100k+,Married,No,White,Catholic,Religious,Yes,Wouldn't matter much,Rarely,too few/too many,Too many,big/small,Big screen,at home/in theater,Same amount,Quality of work,Won't watch, ,24531,Don't eat pizza,Yes,No,men/women,Women more romantic,quality/size,Quality
70000464,803,.6969,NJ,A,Center City County (Metro),North East,Mid Atlantic,Rented,Separated,Part-time,Five,Five,Two,Three, , , , , , , , , , , , , , , , , , , ,26, ,High school graduate,"$15,000 but less than $25,000",Unspecified Hispanic,Male Democrat/Republican,Don't know,d3 5-1 asked,Somewhat conservative,No,Cell phone household only,Female,Evangelical,Cell phone in language, ,"No, no home telephone",Refused,Another Country,2,Independents,Conservative,18-29,18-49,18-64,18-34,No degree,Under $50k,Under $100k,Not married,No,Other/Mixed,Protestant,Religious,Yes,Wouldn't matter much,Rarely,too few/too many,Too few,big/small,Small screen,in theater/at home,More at home,Don't know/no answer,Won't watch, ,14253,Mushrooms,Yes,No,men/women,Women more romantic,quality/size,Quality
70000466,803,3.1007,CT,B,Center City County (Metro),North East,New England,Rented,Married,Full-time,Three,Two,One,One,One,None,None,17, , , , , , , , , , , , , , ,Yes,38, ,High school graduate,"$15,000 but less than $25,000",Black Non-Hispanic,Male Democrat/Republican,A Democrat,d3 1-5 asked,Somewhat liberal,Yes,Cell phone household only,Male,Christian (Just Christian),Cell Phone sample, ,"No, no home telephone",1, , ,Democrats,Liberal,30+,18-49,18-64,35-44,No degree,Under $50k,Under $100k,Married,Yes,Black,Protestant,Religious,Yes,Wouldn't matter much,Frequently,too few/too many,Too many,small/big,Big screen,at home/in theater,More at home,Prejudice played a role,Will watch,"No, won't eat pizza",34215,Mushrooms,No,No,women/men,Women more romantic,size/quality,Quality
70000468,803,1.4939,OH,C,Non-Metro,North Central,East North Central,Owned,Divorced,Full-time,Three,Two,One,One,One,None,None,17, , , , , , , , , , , , , , ,No,50, ,High school graduate,"$40,000 but less than $50,000",White Non-Hispanic,Male Republican/Democrat,A Democrat,d3 5-1 asked,Moderate,Yes,Cell phone household only,Male,Nothing in particular,Cell Phone sample, ,"No, no home telephone",1, , ,Democrats,Moderate,30+,50+,18-64,45-54,No degree,Under $50k,Under $100k,Not married,No,White,None,Non-religious,No,Wouldn't matter much,Rarely,too many/too few,Right amount,small/big,Small screen,in theater/at home,More at home,Prejudice played a role,Will watch,"Yes, will eat pizza",13452,Pepperoni,No,Yes,women/men,Women more romantic,size/quality,Quality
70000474,803,2.1909,MO,B,Center City (Metro),North Central,West North Central,Rented,"Single, living with a partner",Full-time,Three,Two,One,One,None,None,One, , , , , , , , , , ,Less than 1 year, , , , ,Yes,24, ,Less than high school graduate,"$15,000 but less than $25,000",White Non-Hispanic,Male Republican/Democrat,An Independent,d3 1-5 asked,Moderate,No,Cell phone household only,Female,Nothing in particular,Cell Phone sample, ,"No, no home telephone",1, , ,Independents,Moderate,18-29,18-49,18-64,18-34,No degree,Under $50k,Under $100k,Not married,Yes,White,None,Non-religious,No,Wouldn't matter much,Frequently,too few/too many,Right amount,big/small,Small screen,in theater/at home,More at home,Quality of work,Won't watch, ,41325,Sausage,Yes,No,men/women,Women more romantic,size/quality,Quality
70000475,803,3.2046,WI,C,Non-Metro,North Central,East North Central,Owned,Married,Full-time,Three,Two,One,One,One,None,None,15, , , , , , , , , , , , , , ,Yes,42, ,Some college,Refused,White Non-Hispanic,Male Republican/Democrat,A Republican,d3 1-5 asked,Moderate,Yes,Cell phone household only,Female,Lutheran,Cell Phone sample, ,"No, no home telephone",1, , ,Republicans,Moderate,30+,18-49,18-64,35-44,No degree,Don't know/no answer,Don't know/no answer,Married,Yes,White,Protestant,Religious,Yes,Wouldn't matter much,Don't know/no answer,too many/too few,Don't know/no answer,big/small, Doesn't matter,in theater/at home,Same amount,Don't know/no answer,Won't watch, ,41532,Pepperoni,Yes,Yes,men/women,Women more romantic,size/quality,Quality
70000476,803,.25,OH,B,Center City (Metro),North Central,East North Central,Rented,Divorced,Retired,One,One,None,One, , , , , , , , , , , , , , , , , , , ,65, ,High school graduate,"Less than $15,000",White Non-Hispanic,Male Republican/Democrat,A Democrat,d3 1-5 asked,Don't know,No,None,Female,Baptist,Cell Phone sample, ,"Yes, has a home telephone",Refused, , ,Democrats,Don't know/no answer,30+,50+,65+,65+,No degree,Under $50k,Under $100k,Not married,No,White,Protestant,Religious,Yes,More likely,Sometimes,too few/too many,Don't know/no answer,big/small,Small screen,at home/in theater,More at home,Don't know/no answer,Won't watch, ,31452,Mushrooms,Yes,Yes,women/men,Women more romantic,quality/size,Don't know/no answer
70000478,803,.3652,IL,C,Non-Metro,North Central,East North Central,Owned,Widowed,Retired,One,One,One,None, , , , , , , , , , , , , , , , , , , ,80, ,High school graduate,Refused,White Non-Hispanic,Male Republican/Democrat,An Independent,d3 5-1 asked,Somewhat conservative,Yes,None,Male,"Catholic, Roman Catholic",Cell Phone sample, ,"Yes, has a home telephone",1, , ,Independents,Conservative,30+,50+,65+,65+,No degree,Don't know/no answer,Don't know/no answer,Not married,No,White,Catholic,Religious,Yes,Wouldn't matter much,Don't know/no answer,too many/too few,Don't know/no answer,small/big,Small screen,in theater/at home,More at home,Don't know/no answer,Will watch,"No, won't eat pizza",43512,Sausage,Yes,Yes,women/men,No difference,size/quality,Don't know/no answer
70000479,803,1.5479,GA,A,Center City (Metro),South,South Atlantic,Owned,Married,Full-time,Four,Two,One,One,Two,None,None,13,16, , , , , , , , , , , , , ,Yes,Refused,30-49,Graduated college,"$200,000 to under $250,000",Black Non-Hispanic,Male Republican/Democrat,An Independent,d3 5-1 asked,Somewhat conservative,Yes,Cell phone household only,Male,Christian (Just Christian),Cell Phone sample, ,"Yes, has a home telephone",1, , ,Independents,Conservative,30+,18-49,18-64,Don't know/no answer,College,$100k+,$100k+,Married,Yes,Black,Protestant,Religious,Yes,Wouldn't matter much,Sometimes,too many/too few,Right amount,small/big,Small screen,in theater/at home,More at a theater,Don't know/no answer,Will watch,"No, won't eat pizza",34512,Don't eat pizza,No,No,women/men,Women more romantic,size/quality,Quality
70000480,803,.3286,WI,B,Center City (Metro),North Central,East North Central,Owned,Widowed,Part-time,One,One,One,None, , , , , , , , , , , , , , , , , , , ,83, ,Graduated college,"$40,000 but less than $50,000",White Non-Hispanic,Male Republican/Democrat,A Democrat,d3 5-1 asked,Refused,Yes,None,Male,Lutheran,Cell Phone sample, ,"Yes, has a home telephone",1, , ,Democrats,Don't know/no answer,30+,50+,65+,65+,College,Under $50k,Under $100k,Not married,No,White,Protestant,Religious,Yes,Wouldn't matter much,Rarely,too few/too many,Don't know/no answer,small/big,Small screen,at home/in theater,More at home,Don't know/no answer,Won't watch, ,25134,Sausage,No,No,men/women,No difference,quality/size,Quality
70000482,803,.7715,MI,D,Non-Metro,North Central,East North Central,Owned,Married,Retired,Two,Two,One,One, , , , , , , , , , , , , , , , , , , ,67, ,High school graduate,Refused,White Non-Hispanic,Male Democrat/Republican,An Independent,d3 5-1 asked,Moderate,Yes,None,Male,Protestant,Cell Phone sample, ,"Yes, has a home telephone",1, , ,Independents,Moderate,30+,50+,65+,65+,No degree,Don't know/no answer,Don't know/no answer,Married,No,White,Protestant,Religious,Yes,Wouldn't matter much,Sometimes,too few/too many,Right amount,small/big,Big screen,in theater/at home,More at home,Prejudice played a role,Depends, ,15243,Pepperoni,Yes,Yes,men/women,Men more romantic,size/quality,Size
70000483,803,.6621,WI,C,Center City (Metro),North Central,East North Central,Owned,Married,Full-time,Three,Two,One,One,None,One,None, , , , , ,10, , , , , , , , , ,Yes,45, ,High school graduate,"$75,000 but less than $100,000",White Non-Hispanic,Male Republican/Democrat,A Republican,d3 5-1 asked,Somewhat liberal,Yes,None,Female,"Catholic, Roman Catholic",Cell Phone sample, ,"Yes, has a home telephone",2, , ,Republicans,Liberal,30+,18-49,18-64,45-54,No degree,$50k but under $100k,Under $100k,Married,Yes,White,Catholic,Religious,Yes,Wouldn't matter much,Sometimes,too many/too few,Too many,big/small,Small screen,in theater/at home,More at home,Quality of work,Won't watch, ,52134,Onions,No,No,women/men,Women more romantic,quality/size,Quality
70000484,803,.9229,OH,C,Non-Metro,North Central,East North Central,Owned,Divorced,Retired,One,One,One,None, , , , , , , , , , , , , , , , , , , ,69, ,High school graduate,"Less than $15,000",White Non-Hispanic,Male Democrat/Republican,A Democrat,d3 5-1 asked,Don't know,No,Cell phone household only,Male,Methodist,Cell Phone sample, ,"No, no home telephone",1, , ,Democrats,Don't know/no answer,30+,50+,65+,65+,No degree,Under $50k,Under $100k,Not married,No,White,Protestant,Religious,Yes,Wouldn't matter much,Rarely,too many/too few,Don't know/no answer,big/small,Small screen,at home/in theater,More at home,Prejudice played a role,Will watch,"Yes, will eat pizza",15324,Pepperoni,Yes,No,men/women,Women more romantic,size/quality,Quality
70000486,803,.9045,GA,D,Non-Metro,South,South Atlantic,Rented,Married,Full-time,Three,Two,One,One,None,None,One, , , , , , , , , , ,2, , , , ,Yes,27, ,Some college,"$15,000 but less than $25,000",White Non-Hispanic,Male Democrat/Republican,A Democrat,d3 1-5 asked,Moderate,No,Cell phone household only,Male,Christian (Just Christian),Cell Phone sample, ,"No, no home telephone",2, , ,Democrats,Moderate,18-29,18-49,18-64,18-34,No degree,Under $50k,Under $100k,Married,Yes,White,Protestant,Religious,Yes,Less likely,Rarely,too many/too few,Right amount,small/big,Big screen,in theater/at home,More at home,Don't know/no answer,Won't watch, ,54312,Mushrooms,Yes,No,men/women,Don't know/no answer,size/quality,Quality
70000487,803,1.6043,OK,C,Non-Metro,South,West South Central,Owned,Married,Homemaker,Two,Two,One,One, , , , , , , , , , , , , , , , , , , ,77, ,Less than high school graduate,Refused,Refused,Male Democrat/Republican,Refused,d3 1-5 asked,Very conservative,No,Cell phone household only,Female,"Pentecostal (Assemblies of God, Four-Square Gospel)",Cell Phone sample, ,"No, no home telephone",1, , ,Independents,Conservative,30+,50+,65+,65+,No degree,Don't know/no answer,Don't know/no answer,Married,No,Don't know/No answer,Protestant,Religious,Yes,Wouldn't matter much,Don't know/no answer,too few/too many,Don't know/no answer,big/small,Small screen,in theater/at home,More at home,Quality of work,Will watch,Don't know/no answer,45231,Pepperoni,No,No,women/men,No difference,quality/size,Quality
70000488,803,.5612,LA,B,Center City (Metro),South,West South Central,Rented,Married,Retired,Three,Three,Two,One, , , , , , , , , , , , , , , , , , , ,73, ,Some college,"Less than $50,000 (Unspecified)",Black Non-Hispanic,Male Democrat/Republican,A Republican,d3 1-5 asked,Moderate,Yes,Two,Female,Baptist,Cell Phone sample, ,"Yes, has a home telephone",1, , ,Republicans,Moderate,30+,50+,65+,65+,No degree,Under $50k,Under $100k,Married,No,Black,Protestant,Religious,Yes,Wouldn't matter much,Don't know/no answer,too many/too few,Don't know/no answer,small/big,Small screen,at home/in theater,Don't know/no answer,Don't know/no answer,Will watch,"No, won't eat pizza",15423,Pepperoni,No,No,women/men,No difference,quality/size,Quality
70000489,803,.8976,MS,D,Non-Metro,South,East South Central,Owned,Divorced,Part-time,Three,Three,None,Three, , , , , , , , , , , , , , , , , , , ,46, ,Some college,Refused,Black Non-Hispanic,Male Democrat/Republican,A Democrat,d3 1-5 asked,Very liberal,Yes,Cell phone household only,Female,Baptist,Cell Phone sample, ,"Yes, has a home telephone",0, , ,Democrats,Liberal,30+,18-49,18-64,45-54,No degree,Don't know/no answer,Don't know/no answer,Not married,No,Black,Protestant,Religious,Yes,Wouldn't matter much,Don't know/no answer,too many/too few,Too many,big/small,Big screen,in theater/at home,More at home,Don't know/no answer,Depends, ,31245,Pepperoni,No,No,men/women,Women more romantic,size/quality,Quality
70000492,803,.4118,FL,D,Non-Metro,South,South Atlantic,Rented,"Single, that is never married",Student,Four,Two,One,One,Two,None,None,14,12, , , , , , , , , , , , , ,No,18, ,High school graduate,Don't know,White Non-Hispanic,Male Democrat/Republican,A Democrat,d3 1-5 asked,Moderate,No,None,Male,Baptist,Cell Phone sample, ,"Yes, has a home telephone",2, , ,Democrats,Moderate,18-29,18-49,18-64,18-34,No degree,Don't know/no answer,Don't know/no answer,Not married,No,White,Protestant,Religious,Yes,More likely,Sometimes,too many/too few,Right amount,big/small,Big screen,at home/in theater,More at home,Quality of work,Will watch,"Yes, will eat pizza",52134,Pepperoni,Yes,No,women/men,Women more romantic,quality/size,Quality
